nomor_cabai,gambar,Panjang_Cabai,berat_cabai,kadar_air,label
28,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 28a_8_2.jpg,6.2,2.24,4.91,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_10_2.jpg,7.0,2.07,0.0,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_8_2.jpg,6.3,2.04,11.27,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_9_2.jpg,7.0,2.36,12.28,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_7_2.jpg,6.2,2.03,5.42,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4a_8_2.jpg,5.5,0.66,24.24,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_10_2.jpg,7.0,2.07,0.0,Kering
13,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 13b_9_2.jpg,6.8,2.5,5.2,Kering
13,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 13b_10_2.jpg,6.8,2.37,0.0,Kering
15,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 15b_8_2.jpg,4.9,1.7,4.7,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_7_2.jpg,6.2,2.03,5.42,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_10_2.jpg,5.7,1.5,0.0,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_9_2.jpg,5.6,1.67,7.18,Kering
22,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 22b_9_2.jpg,4.9,0.77,11.68,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_7_2.jpg,7.7,3.4,9.41,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2a_10_1.jpg,6.3,1.53,0.0,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_10_2.jpg,5.7,1.5,0.0,Kering
32,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 32b_8_2.jpg,6.4,2.92,61.64,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_10_2.jpg,7.0,2.07,0.0,Kering
32,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 32b_10_2.jpg,6.4,2.74,0.0,Kering
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_10_2.jpg,6.2,2.13,0.0,Kering
19,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 19b_8_2.jpg,6.0,1.79,1.45,Kering
7,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 7b_8_2.jpg,5.4,1.58,10.75,Kering
23,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 23a_10_2.jpg,5.7,1.86,0.0,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24b_10_2.jpg,7.0,2.32,0.0,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25b_10_2.jpg,5.6,1.61,0.0,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_10_2.jpg,6.0,1.51,0.0,Kering
26,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 26b_8_2.jpg,5.7,1.89,10.05,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_0_2.jpg,6.0,1.7,11.11,Kering
32,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 32b_8_2.jpg,6.4,2.92,61.64,Kering
23,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 23a_10_2.jpg,5.7,1.86,0.0,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10a_8_2.jpg,5.7,1.75,14.2,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_8_2.jpg,5.7,1.63,11.65,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4b_9_1.jpg,5.5,0.57,12.28,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_7_2.jpg,6.0,1.67,11.9,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29a_10_2.jpg,5.2,1.67,0.0,Kering
13,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 13b_10_2.jpg,6.8,2.37,0.0,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5a_4_2.jpg,6.7,1.67,11.98,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25b_10_2.jpg,5.6,1.61,0.0,Kering
22,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 22b_7_2.jpg,4.9,0.88,2.27,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5b_9_2.jpg,6.7,1.57,6.37,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_10_2.jpg,6.0,1.51,0.0,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_10_2.jpg,6.3,1.81,0.0,Kering
26,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 26b_3_2.jpg,5.7,1.79,50.27,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_10_2.jpg,5.6,1.55,0.0,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_8_2.jpg,5.6,1.8,13.88,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5b_9_2.jpg,6.7,1.57,6.37,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4a_8_2.jpg,5.5,0.66,24.24,Kering
19,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 19b_8_2.jpg,6.0,1.79,1.45,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1a_9_1.jpg,6.0,1.58,4.43,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24a_8_2.jpg,7.0,2.65,12.45,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_10_2.jpg,5.6,1.55,0.0,Kering
9,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 9b_8_2.jpg,6.6,1.99,14.57,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29b_9_2.jpg,5.2,1.75,4.54,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_10_2.jpg,6.0,1.47,0.0,Kering
13,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 13b_10_2.jpg,6.8,2.37,0.0,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_10_2.jpg,5.7,1.5,0.0,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_7_2.jpg,5.7,1.63,11.66,Kering
22,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 22b_7_2.jpg,4.9,0.88,2.27,Kering
26,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 26b_10_2.jpg,5.7,1.7,0.0,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31b_9_2.jpg,4.8,1.61,55.9,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_10_2.jpg,5.7,1.5,0.0,Kering
9,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 9a_9_1.jpg,6.6,1.83,7.1,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31b_9_2.jpg,4.8,1.61,55.9,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 12a_10_2.jpg,6.0,1.51,0.0,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_8_2.jpg,6.0,1.56,5.76,Kering
17,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 17b_10_2.jpg,5.8,1.9,0.0,Kering
23,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 23a_10_2.jpg,5.7,1.86,0.0,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_7_2.jpg,7.7,3.4,9.41,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_10_2.jpg,6.3,1.81,0.0,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_10_2.jpg,7.0,2.07,0.0,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_0_2.jpg,6.0,1.59,5.04,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_10_2.jpg,6.3,1.81,0.0,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_10_2.jpg,6.3,1.81,0.0,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_9_2.jpg,5.5,1.22,9.83,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29a_8_2.jpg,5.2,1.85,9.72,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_9_1.jpg,5.7,0.52,1.76,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_8_2.jpg,6.2,2.15,10.69,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_10_2.jpg,6.2,1.92,0.0,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1a_9_1.jpg,6.0,1.68,10.12,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24b_10_2.jpg,7.0,2.32,0.0,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_10_2.jpg,5.7,1.44,0.0,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_8_2.jpg,5.6,1.8,13.88,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4a_8_2.jpg,5.5,0.66,24.24,Kering
19,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 19b_8_2.jpg,6.0,1.79,1.45,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2b_8_1.jpg,6.3,1.62,5.56,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29a_8_2.jpg,5.2,1.85,9.72,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2b_8_1.jpg,6.3,1.62,5.56,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_10_2.jpg,5.6,1.55,0.0,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_10_2.jpg,5.7,1.5,0.0,Kering
7,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 7a_10_1.jpg,5.4,1.41,0.0,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_10_1.jpg,5.5,1.1,0.0,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_10_1.jpg,5.5,1.1,0.0,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1a_9_1.jpg,6.0,1.58,4.43,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_7_2.jpg,5.7,1.63,11.66,Kering
17,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 17b_7_2.jpg,5.8,2.15,11.61,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25b_10_2.jpg,5.6,1.61,0.0,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_0_2.jpg,6.0,1.7,11.11,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_7_2.jpg,6.0,1.67,11.9,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_8_2.jpg,6.3,2.04,11.27,Kering
7,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 7b_8_2.jpg,5.4,1.58,10.75,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_10_2.jpg,6.2,1.92,0.0,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29a_8_2.jpg,5.2,1.85,9.72,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_10_2.jpg,5.7,1.44,0.0,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_10_2.jpg,6.2,1.92,0.0,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_10_2.jpg,7.7,3.08,0.0,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_0_2.jpg,6.0,1.7,11.11,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31a_8_2.jpg,4.8,1.73,12.13,Kering
32,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 32b_8_2.jpg,6.4,2.92,61.64,Kering
23,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 23a_10_2.jpg,5.7,1.86,0.0,Kering
30,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 30b_8_2.jpg,4.9,1.63,0.0,Kering
22,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 22b_7_2.jpg,4.9,0.88,2.27,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10a_8_2.jpg,5.7,1.75,14.2,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2a_9_1.jpg,6.3,1.74,12.07,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2a_10_1.jpg,6.3,1.53,0.0,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29a_10_2.jpg,5.2,1.67,0.0,Kering
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_8_2.jpg,5.5,1.28,7.81,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2a_9_1.jpg,6.3,1.74,12.07,Kering
26,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 26b_3_2.jpg,5.7,1.79,50.27,Kering
22,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 22b_9_2.jpg,4.9,0.77,11.68,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_8_2.jpg,6.2,2.15,10.69,Kering
23,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 23b_8_2.jpg,5.7,2.09,11.0,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4b_9_1.jpg,5.5,0.57,12.28,Kering
30,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 30b_8_2.jpg,4.9,1.63,0.0,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_7_1.jpg,5.5,1.34,17.91,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2b_8_1.jpg,6.3,1.62,5.56,Kering
26,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 26b_8_2.jpg,5.7,1.89,10.05,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_9_2.jpg,5.5,1.22,9.83,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_7_2.jpg,6.0,1.67,11.9,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2b_8_1.jpg,6.3,1.62,5.56,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1a_9_1.jpg,6.0,1.68,10.12,Kering
32,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 32b_8_2.jpg,6.4,2.92,61.64,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 12a_10_2.jpg,6.0,1.51,0.0,Kering
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_8_2.jpg,5.5,1.28,7.81,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_8_2.jpg,6.3,2.04,11.27,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_10_2.jpg,6.2,1.92,0.0,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_10_2.jpg,5.7,1.44,0.0,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2b_8_1.jpg,6.3,1.62,5.56,Kering
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_10_2.jpg,6.2,2.13,0.0,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24a_9_2.jpg,7.0,2.47,60.72,Kering
13,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 13b_9_2.jpg,6.8,2.5,5.2,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31a_10_2.jpg,4.8,1.52,0.0,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_9_1.jpg,5.7,0.52,1.76,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_9_2.jpg,7.0,2.2,5.9,Kering
13,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 13b_8_2.jpg,6.8,2.63,9.88,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_7_2.jpg,7.7,3.4,9.41,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_8_2.jpg,6.0,1.56,5.76,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_10_2.jpg,7.7,3.08,0.0,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_8_2.jpg,5.6,1.8,13.88,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_8_2.jpg,5.7,1.62,7.4,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31a_8_2.jpg,4.8,1.73,12.13,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5b_7_1.jpg,6.7,1.67,11.97,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_8_2.jpg,5.6,1.8,13.88,Kering
28,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 28b_8_2.jpg,6.2,2.37,10.12,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_8_2.jpg,5.7,1.62,7.4,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_10_1.jpg,5.5,1.1,0.0,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14_10_1.jpg,6.3,1.44,0.0,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25b_8_2.jpg,5.6,1.84,12.5,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_8_1.jpg,6.0,1.68,10.11,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24a_9_2.jpg,7.0,2.47,60.72,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_10_2.jpg,7.7,3.08,0.0,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4a_7_1.jpg,5.5,0.66,2.42,Kering
15,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 15b_8_2.jpg,4.9,1.7,4.7,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_7_2.jpg,7.7,3.4,9.41,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_9_1.jpg,5.7,0.52,1.76,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_8_1.jpg,6.0,1.68,10.11,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_8_2.jpg,6.0,1.56,5.76,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_7_1.jpg,5.5,1.34,17.91,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_7_2.jpg,7.7,3.4,9.41,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_9_2.jpg,5.5,1.22,9.83,Kering
26,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 26b_3_2.jpg,5.7,1.79,50.27,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24a_9_2.jpg,7.0,2.47,60.72,Kering
18,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 18b_10_2.jpg,6.0,1.47,0.0,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_9_1.jpg,5.7,0.52,1.76,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_10_2.jpg,5.7,1.44,0.0,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29b_9_2.jpg,5.2,1.75,4.54,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_10_2.jpg,5.7,1.5,0.0,Kering
29,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 29a_10_2.jpg,5.2,1.67,0.0,Kering
22,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 22b_7_2.jpg,4.9,0.88,2.27,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4a_8_2.jpg,5.5,0.66,24.24,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14a_8_1.jpg,6.3,1.7,15.2,Kering
16,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 16b_9_2.jpg,5.6,1.67,7.18,Kering
8,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 8b_7_1.jpg,5.5,1.34,17.91,Kering
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_10_2.jpg,6.2,2.13,0.0,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_9_2.jpg,7.0,2.2,5.9,Kering
21,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 21b_9_2.jpg,7.0,2.36,12.28,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4b_9_1.jpg,5.5,0.57,12.28,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_10_2.jpg,6.2,1.92,0.0,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5a_4_2.jpg,6.7,1.67,11.98,Kering
30,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 30a_1_2.jpg,4.9,1.72,52.32,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_8_1.jpg,6.0,1.68,10.11,Kering
20,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 20b_10_2.jpg,7.7,3.08,0.0,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25a_9_2.jpg,5.6,1.72,6.39,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_8_2.jpg,6.2,2.15,10.69,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25a_9_2.jpg,5.6,1.72,6.39,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14_10_1.jpg,6.3,1.44,0.0,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_10_2.jpg,5.7,1.44,0.0,Kering
15,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 15b_8_2.jpg,4.9,1.7,4.7,Kering
14,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 14_10_1.jpg,6.3,1.44,0.0,Kering
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_8_2.jpg,5.5,1.28,7.81,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_9_1.jpg,5.7,0.52,1.76,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31b_9_2.jpg,4.8,1.61,55.9,Kering
22,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 22b_7_2.jpg,4.9,0.88,2.27,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_10_2.jpg,5.7,1.44,0.0,Kering
11,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 11a_8_2.jpg,5.5,1.28,7.81,Kering
30,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 30b_8_2.jpg,4.9,1.63,0.0,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31a_10_2.jpg,4.8,1.52,0.0,Kering
15,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 15a_8_2.jpg,4.9,1.81,10.4,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_10_2.jpg,5.7,1.44,0.0,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_8_2.jpg,5.7,1.63,11.65,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_0_2.jpg,6.0,1.7,11.11,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_8_2.jpg,6.3,2.04,11.27,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_8_2.jpg,5.7,1.62,7.4,Kering
10,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 10b_10_2.jpg,5.7,1.5,0.0,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6b_7_2.jpg,5.7,1.63,11.66,Kering
2,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 2a_10_1.jpg,6.3,1.53,0.0,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_10_2.jpg,6.3,1.81,0.0,Kering
7,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 7a_10_1.jpg,5.4,1.41,0.0,Kering
17,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 17b_9_2.jpg,5.8,2.01,54.72,Kering
28,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 28a_8_2.jpg,6.2,2.24,4.91,Kering
15,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 15b_10_2.jpg,4.9,1.62,0.0,Kering
7,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 7a_9_2.jpg,5.4,1.5,6.01,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_10_2.jpg,6.3,1.81,0.0,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_8_1.jpg,6.0,1.68,10.11,Kering
17,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 17b_9_2.jpg,5.8,2.01,54.72,Kering
27,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 27b_8_2.jpg,6.3,2.04,11.27,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4a_8_2.jpg,5.5,0.66,24.24,Kering
11,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 11b_10_2.jpg,5.5,1.18,0.0,Kering
3,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 3b_10_2.jpg,6.2,1.92,0.0,Kering
22,/content/drive/My Drive/DatasetAugmen/Sedang/Cabai 22b_9_2.jpg,4.9,0.77,11.68,Kering
4,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 4a_8_2.jpg,5.5,0.66,24.24,Kering
28,/content/drive/My Drive/DatasetAugmen/Segar/Cabai 28b_10_2.jpg,6.2,2.13,0.0,Kering
5,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 5b_10_2.jpg,6.7,1.47,0.0,Kering
24,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 24a_8_2.jpg,7.0,2.65,12.45,Kering
31,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 31b_9_2.jpg,4.8,1.61,55.9,Kering
12,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1b_0_2.jpg,6.0,1.7,11.11,Kering
9,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 9b_8_2.jpg,6.6,1.99,14.57,Kering
25,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 25a_9_2.jpg,5.6,1.72,6.39,Kering
1,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 1a_9_1.jpg,6.0,1.68,10.12,Kering
6,/content/drive/My Drive/DatasetAugmen/Kering/Cabai 6a_8_2.jpg,5.7,1.63,11.65,Kering
